emp_no,first_name,last_name,title,to_date,from_date
206966,Tzu,Sichman,Senior Engineer,9999-01-01,1992-11-16
207021,Jacqueline,Akaboshi,Engineer,9999-01-01,1997-12-06
207068,Zhiguo,Ariola,Senior Staff,9999-01-01,1994-09-07
207980,Remko,Vieth,Senior Staff,9999-01-01,1999-11-22
207204,Kellie,Schrooten,Assistant Engineer,9999-01-01,1991-01-17
207204,Kellie,Schrooten,Engineer,9999-01-01,1999-01-17
207401,Shuji,Barbanera,Senior Staff,9999-01-01,1993-08-09
207401,Shuji,Barbanera,Staff,9999-01-01,1987-08-10
207551,Baziley,Falck,Assistant Engineer,9999-01-01,1995-02-18
207779,Chinya,Kamble,Senior Staff,9999-01-01,1992-05-31
207980,Remko,Vieth,Staff,9999-01-01,1990-11-22
208784,Pranjal,Juneja,Senior Engineer,9999-01-01,1985-03-21
208147,Manu,Rothenberg,Engineer,9999-01-01,1988-12-06
208147,Manu,Rothenberg,Senior Engineer,9999-01-01,1995-12-07
208330,Shen,Flanders,Senior Staff,9999-01-01,1997-07-03
208330,Shen,Flanders,Staff,9999-01-01,1989-07-03
208639,Larisa,Lukaszewicz,Senior Staff,9999-01-01,1994-10-10
208639,Larisa,Lukaszewicz,Staff,9999-01-01,1989-10-10
208653,Phillip,Schade,Engineer,9999-01-01,1989-03-03
208653,Phillip,Schade,Senior Engineer,9999-01-01,1998-03-03
209443,Krassimir,Garnier,Senior Staff,9999-01-01,1998-01-26
209101,Xinyu,Edelhoff,Senior Engineer,9999-01-01,1997-10-26
209565,Dante,Covnot,Senior Staff,9999-01-01,1998-05-28
209565,Dante,Covnot,Staff,9999-01-01,1989-05-28
209712,Nimmagadda,Baak,Assistant Engineer,9999-01-01,1987-10-30
209712,Nimmagadda,Baak,Engineer,9999-01-01,1995-10-30
210292,Lihong,Zeilberger,Staff,9999-01-01,1996-04-28
210017,Shalesh,Lovengreen,Senior Staff,9999-01-01,1996-09-28
210017,Shalesh,Lovengreen,Staff,9999-01-01,1990-09-29
210786,Werner,Ranze,Staff,9999-01-01,1998-06-05
210449,Gino,Lagarias,Engineer,9999-01-01,1997-06-22
210752,Saniya,Stenning,Senior Staff,9999-01-01,1991-12-10
210752,Saniya,Stenning,Staff,9999-01-01,1986-12-10
211967,Anwar,Bain,Engineer,9999-01-01,1989-01-22
211858,Domenico,Ratnaker,Engineer,9999-01-01,1985-03-24
211858,Domenico,Ratnaker,Senior Engineer,9999-01-01,1993-03-24
211879,Gao,Ranze,Engineer,9999-01-01,1994-11-24
211879,Gao,Ranze,Senior Engineer,9999-01-01,1999-11-24
211967,Anwar,Bain,Senior Engineer,9999-01-01,1998-01-22
212154,Sailaja,Holburn,Senior Staff,9999-01-01,1997-03-03
212093,Leni,Henders,Senior Staff,9999-01-01,1999-11-19
212093,Leni,Henders,Staff,9999-01-01,1993-11-19
212154,Sailaja,Holburn,Staff,9999-01-01,1991-03-04
212361,Claudi,Stanfel,Engineer,9999-01-01,1996-01-07
212361,Claudi,Stanfel,Senior Engineer,9999-01-01,2001-01-06
213140,Tru,Danecki,Staff,9999-01-01,1997-03-31
213016,Yongmao,Fontan,Engineer,9999-01-01,1993-07-26
213016,Yongmao,Fontan,Senior Engineer,9999-01-01,1998-07-26
213447,Armond,Perly,Engineer,9999-01-01,1989-09-14
213447,Armond,Perly,Senior Engineer,9999-01-01,1996-09-14
213384,Pranas,Narwekar,Engineer,9999-01-01,1985-09-26
214391,Rayond,Klassen,Senior Staff,9999-01-01,1999-09-11
213384,Pranas,Narwekar,Senior Engineer,9999-01-01,1993-09-26
214215,Xiaoqiang,Cardazo,Senior Staff,9999-01-01,1993-05-28
214427,Peer,Molberg,Engineer,9999-01-01,1996-11-17
214391,Rayond,Klassen,Staff,9999-01-01,1993-09-11
214539,Ingmar,Kohling,Engineer,9999-01-01,1995-04-25
214634,Shirish,Vickson,Engineer,9999-01-01,1989-10-24
214634,Shirish,Vickson,Senior Engineer,9999-01-01,1997-10-24
214866,Gopalakrishnan,Angel,Engineer,9999-01-01,1997-07-05
214789,Arfst,Chepyzhov,Engineer,9999-01-01,1989-02-06
214789,Arfst,Chepyzhov,Senior Engineer,9999-01-01,1997-02-06
214866,Gopalakrishnan,Angel,Senior Engineer,9999-01-01,2002-07-05
214995,Dinkar,Hoppenstand,Engineer,9999-01-01,1994-05-04
215746,Sven,Speer,Staff,9999-01-01,1999-07-08
215419,Flemming,Kroha,Staff,9999-01-01,1995-01-23
215629,Munehiro,Manders,Senior Staff,9999-01-01,1995-05-18
215629,Munehiro,Manders,Staff,9999-01-01,1987-05-18
215843,Pramod,Loncour,Senior Staff,9999-01-01,1993-03-30
215843,Pramod,Loncour,Staff,9999-01-01,1987-03-31
216342,Aiichiro,Cromarty,Engineer,9999-01-01,1995-06-10
216054,Sahrah,Angiulli,Senior Staff,9999-01-01,1991-07-31
216054,Sahrah,Angiulli,Staff,9999-01-01,1986-07-31
216342,Aiichiro,Cromarty,Senior Engineer,9999-01-01,2000-06-09
216502,Xiaocheng,Suermann,Engineer,9999-01-01,1997-12-15
216375,Byong,Gustavson,Senior Engineer,9999-01-01,1985-03-12
216921,Lena,Lenart,Senior Staff,9999-01-01,1995-12-25
216573,Ashish,Vidya,Engineer,9999-01-01,1989-06-16
216573,Ashish,Vidya,Senior Engineer,9999-01-01,1995-06-16
216921,Lena,Lenart,Staff,9999-01-01,1990-12-25
217080,Masami,Puoti,Senior Engineer,9999-01-01,2000-01-21
217026,Otmar,Engberts,Senior Staff,9999-01-01,1998-08-16
217026,Otmar,Engberts,Staff,9999-01-01,1993-08-16
217363,Horward,Marzano,Staff,9999-01-01,1996-04-11
217272,Yuchang,Eldridge,Senior Staff,9999-01-01,1991-08-01
217272,Yuchang,Eldridge,Staff,9999-01-01,1986-08-01
217286,Yannik,Spelt,Technique Leader,9999-01-01,1992-09-22
217387,Jianhao,Molenaar,Engineer,9999-01-01,1987-10-22
217387,Jianhao,Molenaar,Senior Engineer,9999-01-01,1994-10-22
217320,Abdelwaheb,Denis,Engineer,9999-01-01,1993-09-10
217551,Panayotis,Lukaszewicz,Engineer,9999-01-01,1989-06-06
217551,Panayotis,Lukaszewicz,Senior Engineer,9999-01-01,1995-06-06
217800,Shay,Servieres,Senior Staff,9999-01-01,1998-08-06
218022,Mokhtar,Poupard,Technique Leader,9999-01-01,1992-02-02
218100,Jiong,Garnham,Senior Staff,9999-01-01,1999-01-02
218100,Jiong,Garnham,Staff,9999-01-01,1990-01-02
220029,Demos,Asser,Senior Engineer,9999-01-01,1985-11-04
218831,Unal,DuBourdieux,Engineer,9999-01-01,1996-03-13
219035,Kristine,Bierman,Technique Leader,9999-01-01,1988-05-13
219047,Aemilian,Kusalik,Engineer,9999-01-01,1987-05-27
219047,Aemilian,Kusalik,Senior Engineer,9999-01-01,1995-05-27
219052,Marsal,Acton,Staff,9999-01-01,1995-08-02
219417,Subhrajyoti,Denna,Staff,9999-01-01,1996-07-25
219497,Moie,Zastre,Technique Leader,9999-01-01,1991-10-11
219967,Susanna,Reeken,Senior Staff,9999-01-01,1998-03-16
220131,Reinhard,Slaats,Engineer,9999-01-01,1994-06-08
220131,Reinhard,Slaats,Senior Engineer,9999-01-01,1999-06-08
220418,Poorav,Laventhal,Staff,9999-01-01,1997-08-16
220528,Sibyl,Rabehasaina,Senior Staff,9999-01-01,1998-02-23
220582,Poornachandra,Zielinski,Senior Staff,9999-01-01,2001-02-12
220582,Poornachandra,Zielinski,Staff,9999-01-01,1996-02-13
220611,Yuping,Babb,Senior Staff,9999-01-01,2002-01-31
220611,Yuping,Babb,Staff,9999-01-01,1995-01-31
220625,Shigenori,Deville,Technique Leader,9999-01-01,1992-12-24
220799,Perla,Orlowska,Senior Engineer,9999-01-01,1990-12-03
220699,Nahid,Gyimothy,Staff,9999-01-01,1995-08-18
221435,Djenana,Marrevee,Engineer,9999-01-01,1994-02-06
221126,Tesuya,dAstous,Engineer,9999-01-01,1988-11-29
221126,Tesuya,dAstous,Senior Engineer,9999-01-01,1995-11-30
221367,Saddek,Farris,Senior Staff,9999-01-01,1990-11-06
221369,Abdulah,Pocchiola,Engineer,9999-01-01,1996-08-28
221435,Djenana,Marrevee,Senior Engineer,9999-01-01,2000-02-06
222206,Stein,Uludag,Senior Staff,9999-01-01,1995-01-30
221973,Sangeeta,Kalefeld,Senior Staff,9999-01-01,1996-06-05
221973,Sangeeta,Kalefeld,Staff,9999-01-01,1990-06-06
222206,Stein,Uludag,Staff,9999-01-01,1988-01-30
222770,Kazuhiko,Kushner,Senior Engineer,9999-01-01,1995-08-01
222311,Miyeon,Billingsley,Senior Engineer,9999-01-01,1992-12-05
222319,Matt,Chvatal,Senior Engineer,9999-01-01,1994-11-09
222354,Valdiodio,Schlumberger,Assistant Engineer,9999-01-01,1993-08-07
222354,Valdiodio,Schlumberger,Engineer,9999-01-01,2001-08-07
222616,Badri,Schapire,Assistant Engineer,9999-01-01,1998-01-19
222878,Annemarie,Zallocco,Engineer,9999-01-01,1990-05-28
222878,Annemarie,Zallocco,Senior Engineer,9999-01-01,1996-05-27
222926,Limsoon,Erol,Senior Engineer,9999-01-01,1997-12-31
222952,Gopalakrishnan,Suermann,Engineer,9999-01-01,1991-04-30
222998,Leaf,Awdeh,Senior Staff,9999-01-01,1991-02-20
222952,Gopalakrishnan,Suermann,Senior Engineer,9999-01-01,1998-04-30
222998,Leaf,Awdeh,Staff,9999-01-01,1985-02-20
223593,Hidefumi,Moehrke,Staff,9999-01-01,1998-03-04
223595,Chiranjit,Dredge,Technique Leader,9999-01-01,1999-09-05
224390,True,Shobatake,Senior Staff,9999-01-01,1996-05-17
224135,Annemarie,Bressoud,Engineer,9999-01-01,1998-06-23
224335,Perry,Chachaty,Engineer,9999-01-01,1985-07-22
224335,Perry,Chachaty,Senior Engineer,9999-01-01,1992-07-22
225867,Ramalingam,Remmele,Senior Engineer,9999-01-01,1999-09-03
224934,George,Miake,Senior Staff,9999-01-01,1996-01-02
224934,George,Miake,Staff,9999-01-01,1988-01-02
225438,Remmert,Quaggetto,Senior Staff,9999-01-01,1997-04-28
225438,Remmert,Quaggetto,Staff,9999-01-01,1992-04-28
225601,Masasuke,Genin,Assistant Engineer,9999-01-01,1994-06-25
225601,Masasuke,Genin,Engineer,9999-01-01,1999-06-25
225788,Ipke,Kieras,Engineer,9999-01-01,1995-12-18
226216,Giordano,Gini,Technique Leader,9999-01-01,1993-08-14
225964,Mooi,Cooman,Engineer,9999-01-01,1989-06-07
225964,Mooi,Cooman,Senior Engineer,9999-01-01,1998-06-07
226227,Herbert,Erva,Engineer,9999-01-01,1986-09-06
226227,Herbert,Erva,Senior Engineer,9999-01-01,1995-09-06
227354,Gio,Murtha,Engineer,9999-01-01,1986-11-11
227354,Gio,Murtha,Senior Engineer,9999-01-01,1994-11-11
228248,Yuriy,Plump,Senior Staff,9999-01-01,1995-09-09
227476,Macha,Schnabel,Engineer,9999-01-01,1988-05-11
227476,Macha,Schnabel,Senior Engineer,9999-01-01,1996-05-11
227681,Mikhail,Rousseau,Staff,9999-01-01,1998-11-30
227899,Garnik,Luce,Staff,9999-01-01,1998-09-15
227901,Francesca,Azuma,Senior Staff,9999-01-01,2001-06-08
227901,Francesca,Azuma,Staff,9999-01-01,1996-06-08
228098,IEEE,Kroll,Engineer,9999-01-01,1997-05-10
228248,Yuriy,Plump,Staff,9999-01-01,1988-09-08
228554,Bilhanan,Brendel,Senior Staff,9999-01-01,1990-12-23
229386,Pohua,Tasistro,Technique Leader,9999-01-01,1989-06-02
228766,Nahla,Smailagic,Engineer,9999-01-01,1991-11-22
228766,Nahla,Smailagic,Senior Engineer,9999-01-01,1996-11-21
229098,Berry,Yurek,Senior Staff,9999-01-01,1995-08-16
229220,Fabrizio,Lichtman,Engineer,9999-01-01,1987-02-09
229220,Fabrizio,Lichtman,Senior Engineer,9999-01-01,1992-02-09
229248,Harjit,Terekhov,Staff,9999-01-01,1995-10-19
229391,Paloma,Henseler,Engineer,9999-01-01,1991-06-11
229391,Paloma,Henseler,Senior Engineer,9999-01-01,1997-06-10
229404,Gilbert,Kilgour,Staff,9999-01-01,1996-04-05
230126,Bezalel,Radivojevic,Senior Staff,9999-01-01,1995-07-03
229547,Moni,Schach,Senior Staff,9999-01-01,1991-07-04
229547,Moni,Schach,Staff,9999-01-01,1986-07-04
229727,Ewing,Millington,Engineer,9999-01-01,1999-09-28
229981,Jamaludin,Fordan,Engineer,9999-01-01,1992-02-06
229981,Jamaludin,Fordan,Senior Engineer,9999-01-01,2001-02-05
230002,Tadahiro,Backhouse,Engineer,9999-01-01,1991-10-02
230002,Tadahiro,Backhouse,Senior Engineer,9999-01-01,1999-10-02
230126,Bezalel,Radivojevic,Staff,9999-01-01,1988-07-02
230689,Dietrich,Crabtree,Senior Staff,9999-01-01,1986-05-24
230287,Renny,Alameldin,Assistant Engineer,9999-01-01,1997-09-28
230354,Yinghua,Lorho,Senior Staff,9999-01-01,2000-08-08
230354,Yinghua,Lorho,Staff,9999-01-01,1991-08-09
230498,Kolar,Puppo,Engineer,9999-01-01,1990-04-25
230498,Kolar,Puppo,Senior Engineer,9999-01-01,1998-04-25
230579,Shahar,Negoita,Senior Staff,9999-01-01,2000-03-18
231069,Trygve,Siksek,Staff,9999-01-01,1995-11-09
230579,Shahar,Negoita,Staff,9999-01-01,1994-03-19
230865,Takushi,Brattka,Staff,9999-01-01,1999-03-09
231671,Chandrasekaran,Pearson,Staff,9999-01-01,1995-04-14
232209,Nitsan,Rouquie,Engineer,9999-01-01,1988-08-01
231459,Nectarios,Pramanik,Assistant Engineer,9999-01-01,1999-11-18
231798,Goetz,Alvarado,Engineer,9999-01-01,1988-12-25
231798,Goetz,Alvarado,Senior Engineer,9999-01-01,1997-12-25
232178,Etsuo,Anandan,Senior Staff,9999-01-01,1996-12-13
232178,Etsuo,Anandan,Staff,9999-01-01,1989-12-13
232209,Nitsan,Rouquie,Senior Engineer,9999-01-01,1995-08-02
232697,Barry,Ramsak,Engineer,9999-01-01,1990-09-07
232697,Barry,Ramsak,Senior Engineer,9999-01-01,1999-09-07
232723,Tesuya,Bugrara,Assistant Engineer,9999-01-01,1993-02-13
232723,Tesuya,Bugrara,Engineer,9999-01-01,2002-02-13
233114,Alselm,Gargeya,Senior Engineer,9999-01-01,1987-12-25
233394,Khalid,Lenart,Engineer,9999-01-01,1995-12-24
233397,Fay,Sundgren,Senior Staff,9999-01-01,1998-07-07
233397,Fay,Sundgren,Staff,9999-01-01,1990-07-07
233426,Etsuo,Usery,Engineer,9999-01-01,1995-03-02
233426,Etsuo,Usery,Senior Engineer,9999-01-01,2000-03-01
233690,Cedric,Riefers,Engineer,9999-01-01,1994-09-08
234195,Luerbio,Terkki,Senior Staff,9999-01-01,1998-05-14
233759,Zissis,Lodder,Engineer,9999-01-01,1999-09-25
233765,Kotesh,Chachaty,Engineer,9999-01-01,1991-03-25
233765,Kotesh,Chachaty,Senior Engineer,9999-01-01,1997-03-24
233785,Baziley,Ballarin,Senior Staff,9999-01-01,1995-07-28
233785,Baziley,Ballarin,Staff,9999-01-01,1987-07-28
233818,Kellie,Heydon,Engineer,9999-01-01,1985-11-11
233818,Kellie,Heydon,Senior Engineer,9999-01-01,1991-11-11
234195,Luerbio,Terkki,Staff,9999-01-01,1991-05-14
234739,Foong,Aamodt,Senior Engineer,9999-01-01,1986-06-28
235096,Sverrir,Gyimothy,Senior Staff,9999-01-01,1992-03-20
235017,Irena,Dratva,Senior Staff,9999-01-01,1999-09-07
235017,Irena,Dratva,Staff,9999-01-01,1991-09-07
235096,Sverrir,Gyimothy,Staff,9999-01-01,1987-03-21
235458,Gio,Heuser,Senior Staff,9999-01-01,1999-06-29
235325,Gro,Prochazka,Engineer,9999-01-01,1992-10-16
235325,Gro,Prochazka,Senior Engineer,9999-01-01,1998-10-16
235368,Anneli,Joslin,Senior Engineer,9999-01-01,1987-04-12
235458,Gio,Heuser,Staff,9999-01-01,1992-06-28
236315,IEEE,Raczkowsky,Technique Leader,9999-01-01,1996-07-24
235729,Henk,Anger,Senior Staff,9999-01-01,2002-01-19
235729,Henk,Anger,Staff,9999-01-01,1993-01-19
235780,Sampalli,Bergere,Senior Engineer,9999-01-01,1994-04-08
235793,Jayesh,Spinelli,Senior Engineer,9999-01-01,1992-07-18
236964,Adel,Foote,Staff,9999-01-01,1998-08-19
236566,Yechezkel,Maginnis,Senior Staff,9999-01-01,2000-12-11
236566,Yechezkel,Maginnis,Staff,9999-01-01,1992-12-11
236591,Insup,Reinhard,Senior Staff,9999-01-01,1993-04-08
236591,Insup,Reinhard,Staff,9999-01-01,1985-04-08
236827,Almudena,Rijckaert,Engineer,9999-01-01,1994-02-16
236827,Almudena,Rijckaert,Senior Engineer,9999-01-01,1999-02-16
238112,Miomir,Frezza,Technique Leader,9999-01-01,1991-05-25
236883,Huan,Olivero,Staff,9999-01-01,1999-11-19
238949,Minghong,Cronin,Senior Staff,9999-01-01,1987-10-04
238252,Uno,Suppi,Staff,9999-01-01,1996-12-27
238422,Vishv,Angelov,Senior Staff,9999-01-01,1996-03-08
238422,Vishv,Angelov,Staff,9999-01-01,1988-03-08
239415,Susumu,Brender,Engineer,9999-01-01,1993-04-17
239067,Tadahiko,Pocchiola,Staff,9999-01-01,1996-04-02
239244,Abdulla,Kitai,Senior Staff,9999-01-01,1996-02-20
239244,Abdulla,Kitai,Staff,9999-01-01,1987-02-20
239415,Susumu,Brender,Senior Engineer,9999-01-01,2001-04-17
239426,Vesna,Fairtlough,Engineer,9999-01-01,1994-08-09
239664,Sugwoo,Michaels,Engineer,9999-01-01,1992-08-02
239706,Arunas,Bugrara,Assistant Engineer,9999-01-01,1997-04-03
239664,Sugwoo,Michaels,Senior Engineer,9999-01-01,1999-08-03
239803,Oscal,Ernst,Senior Staff,9999-01-01,1997-05-19
239748,Bilhanan,Dusink,Senior Staff,9999-01-01,1996-06-04
239748,Bilhanan,Dusink,Staff,9999-01-01,1988-06-04
239803,Oscal,Ernst,Staff,9999-01-01,1992-05-19
240132,Mizuhito,Kobara,Senior Staff,9999-01-01,2001-08-09
240132,Mizuhito,Kobara,Staff,9999-01-01,1996-08-09
240285,Kolar,Greenaway,Staff,9999-01-01,1998-11-14
240236,True,Tischendorf,Engineer,9999-01-01,1986-01-19
240236,True,Tischendorf,Senior Engineer,9999-01-01,1992-01-19
240340,Mack,Staylopatis,Engineer,9999-01-01,1985-04-02
240340,Mack,Staylopatis,Senior Engineer,9999-01-01,1991-04-02
240870,Francesca,Chorvat,Senior Staff,9999-01-01,1993-03-03
240438,Temple,Cyre,Senior Staff,9999-01-01,1999-10-01
240438,Temple,Cyre,Staff,9999-01-01,1992-09-30
240870,Francesca,Chorvat,Staff,9999-01-01,1985-03-03
241254,Jagoda,Anguita,Senior Engineer,9999-01-01,1993-05-11
241100,Cedric,Molenaar,Engineer,9999-01-01,1990-10-06
241100,Cedric,Molenaar,Senior Engineer,9999-01-01,1999-10-06
241667,Atilio,Olivero,Engineer,9999-01-01,1985-09-04
241292,Uri,Lampe,Senior Staff,9999-01-01,1994-10-17
241292,Uri,Lampe,Staff,9999-01-01,1987-10-17
241567,Emran,Miara,Engineer,9999-01-01,1989-05-02
241567,Emran,Miara,Senior Engineer,9999-01-01,1995-05-02
241667,Atilio,Olivero,Senior Engineer,9999-01-01,1992-09-04
242019,Herb,Murrill,Senior Engineer,9999-01-01,1999-09-27
241728,Limsoon,Boudaillier,Senior Engineer,9999-01-01,1995-08-12
241872,Bluma,Fetvedt,Senior Staff,9999-01-01,1997-02-02
241872,Bluma,Fetvedt,Staff,9999-01-01,1992-02-03
243077,Kazunori,Perz,Senior Engineer,9999-01-01,1999-02-25
242081,Tomokazu,Pargas,Assistant Engineer,9999-01-01,1996-11-15
242081,Tomokazu,Pargas,Engineer,9999-01-01,2001-11-15
242104,Richara,Sudkamp,Senior Staff,9999-01-01,1994-09-05
242104,Richara,Sudkamp,Staff,9999-01-01,1989-09-05
242500,Bingning,Iisaku,Senior Staff,9999-01-01,1997-06-26
242500,Bingning,Iisaku,Staff,9999-01-01,1989-06-26
242800,Kazuyasu,Levergood,Engineer,9999-01-01,1996-02-10
243018,Bowen,Deverell,Senior Staff,9999-01-01,1998-12-27
243576,Abdulah,Lodder,Senior Staff,9999-01-01,2001-11-10
243576,Abdulah,Lodder,Staff,9999-01-01,1996-11-10
244308,Mokhtar,Rebaine,Senior Staff,9999-01-01,2000-07-22
243637,Marjo,Delgrange,Senior Staff,9999-01-01,1996-06-23
243637,Marjo,Delgrange,Staff,9999-01-01,1990-06-24
243898,Arch,Basawa,Staff,9999-01-01,1998-05-10
244308,Mokhtar,Rebaine,Staff,9999-01-01,1991-07-23
244605,Masoud,Suwa,Senior Staff,9999-01-01,1997-11-25
244605,Masoud,Suwa,Staff,9999-01-01,1989-11-25
244624,Boaz,Seuren,Senior Staff,9999-01-01,1994-03-27
244624,Boaz,Seuren,Staff,9999-01-01,1987-03-27
244711,Rosli,Butner,Assistant Engineer,9999-01-01,1991-03-20
244711,Rosli,Butner,Engineer,9999-01-01,1997-03-19
244714,Poorav,Clouatre,Senior Engineer,9999-01-01,1996-05-06
245164,Filipp,Winter,Engineer,9999-01-01,1996-10-24
244820,Shigenori,Hertweck,Engineer,9999-01-01,1987-04-13
244820,Shigenori,Hertweck,Senior Engineer,9999-01-01,1994-04-13
244873,Arunachalam,Oppitz,Senior Staff,9999-01-01,1994-05-20
244873,Arunachalam,Oppitz,Staff,9999-01-01,1986-05-20
245164,Filipp,Winter,Senior Engineer,9999-01-01,2001-10-24
246244,George,Casperson,Staff,9999-01-01,2000-01-20
245396,Gift,Bottner,Senior Staff,9999-01-01,2002-03-04
245396,Gift,Bottner,Staff,9999-01-01,1995-03-04
245664,Manohar,Kilgore,Staff,9999-01-01,1998-11-17
246146,Zhongwei,Melski,Engineer,9999-01-01,1987-09-04
246146,Zhongwei,Melski,Senior Engineer,9999-01-01,1993-09-03
246798,Tianruo,Strooper,Senior Staff,9999-01-01,1999-10-28
246364,Alper,Tiemann,Engineer,9999-01-01,1998-10-29
246798,Tianruo,Strooper,Staff,9999-01-01,1993-10-28
246902,Shih,Shanbhogue,Staff,9999-01-01,1998-04-19
246764,Shuzo,Czaja,Staff,9999-01-01,1997-11-29
247447,Tzu,Bakhtari,Engineer,9999-01-01,1994-03-18
247089,Seongbae,Schahn,Senior Staff,9999-01-01,1997-12-10
247089,Seongbae,Schahn,Staff,9999-01-01,1992-12-10
247122,Xiaobin,Narlikar,Senior Staff,9999-01-01,1999-02-14
247122,Xiaobin,Narlikar,Staff,9999-01-01,1992-02-14
247612,Chiranjit,Constantine,Engineer,9999-01-01,1997-05-25
247875,Xiong,Anick,Senior Staff,9999-01-01,1991-04-23
247447,Tzu,Bakhtari,Senior Engineer,9999-01-01,1999-03-18
247888,Abdelghani,Lagarias,Engineer,9999-01-01,1985-09-06
247888,Abdelghani,Lagarias,Senior Engineer,9999-01-01,1992-09-06
247456,Masako,Bahk,Engineer,9999-01-01,1997-07-31
248351,Jaana,Milicia,Senior Staff,9999-01-01,1985-06-02
248256,Sajjan,Falby,Staff,9999-01-01,1996-08-29
249239,Hideyuki,Decleir,Senior Engineer,9999-01-01,1994-05-04
248758,Snehasis,Muhlberg,Senior Staff,9999-01-01,1999-07-16
248758,Snehasis,Muhlberg,Staff,9999-01-01,1991-07-16
248953,Percy,Sudbeck,Assistant Engineer,9999-01-01,1996-08-29
249433,Ayonca,Matzov,Engineer,9999-01-01,1988-06-03
249325,Ute,Pokrovskii,Staff,9999-01-01,1997-06-09
249504,Dmitry,Velardi,Engineer,9999-01-01,1994-03-01
249433,Ayonca,Matzov,Senior Engineer,9999-01-01,1997-06-03
249504,Dmitry,Velardi,Senior Engineer,9999-01-01,2000-02-29
249866,Steen,Gubsky,Senior Staff,9999-01-01,1998-01-14
249780,Nechama,Gaughan,Assistant Engineer,9999-01-01,1986-01-16
249780,Nechama,Gaughan,Engineer,9999-01-01,1991-01-16
249780,Nechama,Gaughan,Senior Engineer,9999-01-01,1996-01-16
249799,Jolita,Neimat,Engineer,9999-01-01,1993-12-27
249799,Jolita,Neimat,Senior Engineer,9999-01-01,1999-12-27
249866,Steen,Gubsky,Staff,9999-01-01,1989-01-14
250411,Ranga,Sommen,Senior Staff,9999-01-01,1996-01-21
249969,Georgi,Luiz,Engineer,9999-01-01,1991-06-10
249969,Georgi,Luiz,Senior Engineer,9999-01-01,1999-06-10
250411,Ranga,Sommen,Staff,9999-01-01,1989-01-20
250452,Alexius,Plavsic,Senior Engineer,9999-01-01,2000-01-17
251166,Hinrich,Hooghiemstra,Senior Staff,9999-01-01,1993-10-05
250748,Kish,Turnbull,Engineer,9999-01-01,1987-02-10
250748,Kish,Turnbull,Senior Engineer,9999-01-01,1994-02-10
251233,Yucel,Bernini,Engineer,9999-01-01,1993-02-19
251166,Hinrich,Hooghiemstra,Staff,9999-01-01,1985-10-05
251233,Yucel,Bernini,Senior Engineer,9999-01-01,1998-02-19
251341,Divier,Kumaresan,Senior Staff,9999-01-01,1998-12-05
251301,Pintsang,Impagliazzo,Senior Staff,9999-01-01,1989-05-06
251437,Shichao,Iwayama,Assistant Engineer,9999-01-01,1989-10-17
251341,Divier,Kumaresan,Staff,9999-01-01,1992-12-05
251437,Shichao,Iwayama,Engineer,9999-01-01,1996-10-17
251403,Utpal,DuBourdieux,Technique Leader,9999-01-01,1997-11-19
251645,Bezalel,Tsunoo,Senior Staff,9999-01-01,2001-06-17
251645,Bezalel,Tsunoo,Staff,9999-01-01,1992-06-17
251680,Moty,Sommen,Senior Engineer,9999-01-01,1990-08-14
252185,Chaosheng,Conta,Assistant Engineer,9999-01-01,1997-04-14
251814,Mitsuyuki,Zockler,Technique Leader,9999-01-01,1998-09-14
252185,Chaosheng,Conta,Engineer,9999-01-01,2002-04-14
252316,Gill,Niizuma,Engineer,9999-01-01,1994-10-08
252316,Gill,Niizuma,Senior Engineer,9999-01-01,1999-10-08
252392,Sanjeeva,Peron,Engineer,9999-01-01,1993-12-26
252392,Sanjeeva,Peron,Senior Engineer,9999-01-01,1999-12-26
253838,Stafford,Terlouw,Assistant Engineer,9999-01-01,1999-02-21
253029,Thodoros,Thimonier,Engineer,9999-01-01,1995-04-05
253707,Insup,Hainaut,Staff,9999-01-01,1998-02-11
254044,Gunilla,Brendel,Engineer,9999-01-01,1992-04-10
253893,Huiqun,Trystram,Senior Engineer,9999-01-01,1993-05-10
254044,Gunilla,Brendel,Senior Engineer,9999-01-01,2000-04-10
254399,Armond,Lores,Technique Leader,9999-01-01,1999-09-16
255466,Huan,Roccetti,Senior Engineer,9999-01-01,1985-07-03
254821,Tonny,Couchot,Staff,9999-01-01,1994-12-12
256216,Halsur,Brodal,Engineer,9999-01-01,1997-11-22
255657,Oldrich,Cyre,Engineer,9999-01-01,1985-02-10
255657,Oldrich,Cyre,Senior Engineer,9999-01-01,1994-02-10
255779,Heejo,Merle,Technique Leader,9999-01-01,1997-09-04
257062,Stabislas,Pardalos,Engineer,9999-01-01,1989-06-21
256856,Hongzue,Barbanera,Senior Staff,9999-01-01,1995-06-17
256856,Hongzue,Barbanera,Staff,9999-01-01,1987-06-17
256881,Ioana,Jakobus,Engineer,9999-01-01,1990-08-10
256881,Ioana,Jakobus,Senior Engineer,9999-01-01,1999-08-10
256888,Heather,Pehl,Staff,9999-01-01,1993-09-15
257062,Stabislas,Pardalos,Senior Engineer,9999-01-01,1997-06-21
257378,Pascal,Bernatsky,Senior Staff,9999-01-01,1995-09-04
257469,Anyuan,Hanratty,Senior Staff,9999-01-01,1996-01-06
257469,Anyuan,Hanratty,Staff,9999-01-01,1988-01-06
